id	name	zip	county_id	county_name	slug	populity	type
311	Dunakeszi	2120	13	Pest	dunakeszi	37577	Város
312	Dunakeszi 1.	2121	13	Pest	dunakeszi	0	
313	Dunakeszi 2.	2122	13	Pest	dunakeszi	0	
314	Dunakeszi 3.	2123	13	Pest	dunakeszi	0	
2997	Dunakiliti	9225	8	Győr-Moson-Sopron	dunakiliti	1910	Község
1802	Dunapataj	6328	3	Bács-Kiskun	dunapataj	3507	Nagyközség
1803	Dunapataj (Szelidi Tó)	6329	3	Bács-Kiskun	szelidi-to	0	
3004	Dunaremete	9235	8	Győr-Moson-Sopron	dunaremete	253	Község
2982	Dunaszeg	9174	8	Győr-Moson-Sopron	dunaszeg	1961	Község
2256	Dunaszekcső	7712	2	Baranya	dunaszekcso	2121	Község
1806	Dunaszentbenedek	6333	3	Bács-Kiskun	dunaszentbenedek	915	Község
2009	Dunaszentgyörgy	7135	17	Tolna	dunaszentgyorgy	2617	Község
638	Dunaszentmiklós	2897	11	Komárom-Esztergom	dunaszentmiklos	437	Község
2983	Dunaszentpál	9175	8	Győr-Moson-Sopron	dunaszentpal	729	Község
2998	Dunasziget	9226	8	Győr-Moson-Sopron	dunasziget	1499	Község
1799	Dunatetétlen	6325	3	Bács-Kiskun	dunatetetlen	619	Község
415	Dunaújváros	2400	7	Fejér	dunaujvaros	50058	Megyei jogú város
421	Dunaújváros (Pálhalma)	2407	7	Fejér	palhalma	0	
416	Dunaújváros 2.	2402	7	Fejér	dunaujvaros	0	
417	Dunaújváros 3.	2403	7	Fejér	dunaujvaros	0	
418	Dunaújváros 4.	2404	7	Fejér	dunaujvaros	0	
419	Dunaújváros 5.	2405	7	Fejér	dunaujvaros	0	
420	Dunaújváros 6.	2406	7	Fejér	dunaujvaros	0	
422	Dunaújváros 8.	2408	7	Fejér	dunaujvaros	0	
392	Dunavarsány	2336	13	Pest	dunavarsany	7158	Város
1760	Dunavecse	6087	3	Bács-Kiskun	dunavecse	4132	Város
1821	Dusnok	6353	3	Bács-Kiskun	dusnok	3259	Község
2057	Dúzs	7224	17	Tolna	duzs	285	Község
3066	Ebergőc	9451	8	Győr-Moson-Sopron	ebergoc	149	Község
1277	Ebes	4211	9	Hajdú-Bihar	ebes	4615	Község
2926	Écs	9083	8	Győr-Moson-Sopron	ecs	1884	Község
661	Ecséd	3013	10	Heves	ecsed	55431	község
1646	Ecsegfalva	5515	4	Békés	ecsegfalva	1385	Község
2139	Ecseny	7457	14	Somogy	ecseny	0	
365	Ecser	2233	13	Pest	ecser	3618	Község
2132	Edde	7443	14	Somogy	edde	293	Község
1049	Edelény (Finke)	3783	5	Borsod-Abaúj-Zemplén	finke	0	
803	Eger	3300	10	Heves	eger	3391	Megyei jogú város
807	Eger (Felnémet)	3304	10	Heves	felnemet	0	
804	Eger 1.	3301	10	Heves	eger	0	
805	Eger 2.	3302	10	Heves	eger	0	
806	Eger 3.	3303	10	Heves	eger	0	
2615	Egeralja	8497	19	Veszprém	egeralja	459	Község
2769	Egeraracsa	8765	20	Zala	egeraracsa	359	Község
808	Egerbakta	3321	10	Heves	egerbakta	1542	község
821	Egerbocs	3337	10	Heves	egerbocs	598	község
850	Egerfarmos	3379	10	Heves	egerfarmos	732	község
891	Egerlövő	3461	5	Borsod-Abaúj-Zemplén	egerlovo	594	Község
860	Egerszalók	3394	10	Heves	egerszalok	1903	község
815	Egerszólát	3328	10	Heves	egerszolat	1132	község
3152	Egervölgy	9684	18	Vas	egervolgy	391	Község
3015	Egyed	9314	8	Győr-Moson-Sopron	egyed	566	Község
1215	Egyek	4069	9	Hajdú-Bihar	egyek	5619	Nagyközség
1214	Egyek (Telekháza)	4067	9	Hajdú-Bihar	telekhaza	0	
677	Egyházasdengeleg	3043	12	Nógrád	egyhazasdengeleg	513	Község
3073	Egyházasfalu	9473	8	Győr-Moson-Sopron	egyhazasfalu	886	Község
749	Egyházasgerge	3185	12	Nógrád	egyhazasgerge	779	Község
3199	Egyházashollós	9781	18	Vas	egyhazashollos	579	Község
2097	Egyházaskozár	7347	2	Baranya	egyhazaskozar	831	Község
3201	Egyházasrádóc	9783	18	Vas	egyhazasradoc	1356	Község
1700	Elek	5742	4	Békés	elek	5196	Város
2275	Ellend	7744	2	Baranya	ellend	250	Község
426	Előszállás	2424	7	Fejér	eloszallas	2475	Nagyközség
881	Emőd	3432	5	Borsod-Abaúj-Zemplén	emod	5435	Város
1089	Encs	3860	5	Borsod-Abaúj-Zemplén	encs	6772	Város
1344	Encsencs	4374	15	Szabolcs-Szatmár-Bereg	encsencs	2036	Község
738	Endrefalva	3165	12	Nógrád	endrefalva	1316	Község
2961	Enese	9143	8	Győr-Moson-Sopron	enese	1783	Község
2421	Enying	8130	7	Fejér	enying	7240	Város
2422	Enying (Balatonbozsok)	8131	7	Fejér	balatonbozsok	0	
1866	Eperjes	6624	6	Csongrád	eperjes	595	Község
1449	Eperjeske	4646	15	Szabolcs-Szatmár-Bereg	eperjeske	1236	Község
2552	Eplény	8413	19	Veszprém	epleny	544	Község
476	Epöl	2526	11	Komárom-Esztergom	epol	665	Község
439	Ercsi	2451	7	Fejér	ercsi	8849	Város
440	Ercsi (Sinatelep)	2453	7	Fejér	sinatelep	0	
253	Érd	2030	13	Pest	erd	63930	Megyei Jogú Város
258	Érd (Érdliget)	2036	13	Pest	erdliget	0	
257	Érd (Érdparkváros)	2035	13	Pest	erdparkvaros	0	
254	Érd 1.	2031	13	Pest	erd	0	
255	Érd 2.	2032	13	Pest	erd	0	
256	Érd 3.	2033	13	Pest	erd	0	
1140	Erdőbénye	3932	5	Borsod-Abaúj-Zemplén	erdobenye	1356	Község
1143	Erdőhorváti	3935	5	Borsod-Abaúj-Zemplén	erdohorvati	659	Község
304	Erdőkertes	2113	13	Pest	erdokertes	7468	Község
775	Erdőkövesd	3252	10	Heves	erdokovesd	640	község
339	Erdőkürt	2176	12	Nógrád	erdokurt	563	Község
2263	Erdősmecske	7723	2	Baranya	erdosmecske	427	Község
340	Erdőtarcsa	2177	12	Nógrád	erdotarcsa	596	Község
838	Erdőtelek	3358	10	Heves	erdotelek	3532	Község
801	Erk	3295	10	Heves	erk	937	Község
1291	Érpatak	4245	15	Szabolcs-Szatmár-Bereg	erpatak	1795	Község
1817	Érsekcsanád	6347	3	Bács-Kiskun	ersekcsanad	2923	Község
1818	Érsekhalma	6348	3	Bács-Kiskun	ersekhalma	667	Község
537	Érsekvadkert	2659	12	Nógrád	ersekvadkert	3839	Község
1992	Értény	7093	17	Tolna	erteny	791	Község
1241	Esztár	4124	9	Hajdú-Bihar	esztar	1411	Község
2829	Eszteregnye	8882	20	Zala	eszteregnye	733	Község
2754	Esztergályhorváti	8742	20	Zala	esztergalyhorvati	483	Község
464	Esztergom	2500	11	Komárom-Esztergom	esztergom	30539	Város
465	Esztergom (Kertváros)	2509	11	Komárom-Esztergom	kertvaros	0	
3272	Esztergom (Pilisszentlélek)	2508	11	Komárom-Esztergom	pilisszentlelek	0	
653	Ete	2947	11	Komárom-Esztergom	ete	638	Község
721	Etes	3136	12	Nógrád	etes	1489	Község
289	Etyek	2091	7	Fejér	etyek	4154	Község
1335	Fábiánháza	4354	15	Szabolcs-Szatmár-Bereg	fabianhaza	1917	Község
1867	Fábiánsebestyén	6625	6	Csongrád	fabiansebestyen	2222	Község
2010	Fácánkert	7136	17	Tolna	facankert	735	Község
2007	Fadd	7133	17	Tolna	fadd	4468	Nagyközség
1092	Fáj	3865	5	Borsod-Abaúj-Zemplén	faj	368	Község
1820	Fajsz	6352	3	Bács-Kiskun	fajsz	1856	Község
1088	Fancsal	3855	5	Borsod-Abaúj-Zemplén	fancsal	357	Község
3019	Farád	9321	8	Győr-Moson-Sopron	farad	2004	Község
2650	Farkasgyepű	8582	19	Veszprém	farkasgyepu	380	Község
961	Farkaslyuk	3608	5	Borsod-Abaúj-Zemplén	farkaslyuk	2049	Község
588	Farmos	2765	13	Pest	farmos	3757	Község
2270	Fazekasboda	7732	2	Baranya	fazekasboda	211	Község
778	Fedémes	3255	10	Heves	fedemes	347	község 
1595	Fegyvernek	5231	16	Jász-Nagykun-Szolnok	fegyvernek	7148	Nagyközség
1593	Fegyvernek (Szapárfalu)	5213	16	Jász-Nagykun-Szolnok	szaparfalu	0	
1499	Fehérgyarmat	4900	15	Szabolcs-Szatmár-Bereg	fehergyarmat	8262	Város
2973	Fehértó	9163	8	Győr-Moson-Sopron	feherto	508	Község
2379	Fehérvárcsurgó	8052	7	Fejér	fehervarcsurgo	1939	Község
2264	Feked	7724	2	Baranya	feked	216	Község
2992	Feketeerdő	9211	8	Győr-Moson-Sopron	feketeerdo	498	Község
2396	Felcsút	8086	7	Fejér	felcsut	1797	Község
832	Feldebrő	3352	10	Heves	feldebro	1140	Község
1872	Felgyő	6645	6	Csongrád	felgyo	1317	Község
2947	Felpéc	9122	8	Győr-Moson-Sopron	felpec	890	Község
1173	Felsőberecki	3985	5	Borsod-Abaúj-Zemplén	felsoberecki	864	Község
3207	Felsőcsatár	9794	18	Vas	felsocsatar	474	Község
1081	Felsődobsza	3847	5	Borsod-Abaúj-Zemplén	felsodobsza	946	Község
1009	Felsőkelecsény	3722	5	Borsod-Abaúj-Zemplén	felsokelecseny	430	Község
1744	Felsőlajos	6055	3	Bács-Kiskun	felsolajos	997	Község
3238	Felsőmarác	9918	18	Vas	felsomarac	282	Község
2138	Felsőmocsolád	7456	14	Somogy	felsomocsolad	0	
2034	Felsőnána	7175	17	Tolna	felsonana	666	Község
1997	Felsőnyék	7099	17	Tolna	felsonyek	1142	Község
2466	Felsőörs	8227	19	Veszprém	felsoors	1599	Község
402	Felsőpakony	2363	13	Pest	felsopakony	3361	Község
494	Felsőpetény	2611	12	Nógrád	felsopeteny	664	Község
1176	Felsőregmec	3989	5	Borsod-Abaúj-Zemplén	felsoregmec	221	Község
1839	Felsőszentiván	6447	3	Bács-Kiskun	felsoszentivan	1985	Község
2353	Felsőszentmárton	7968	2	Baranya	felsoszentmarton	1047	Község
3268	Felsőszölnök	9985	18	Vas	felsoszolnok	613	Község
811	Felsőtárkány	3324	10	Heves	felsotarkany	3617	község
1063	Felsővadász	3814	5	Borsod-Abaúj-Zemplén	felsovadasz	550	Község
930	Felsőzsolca	3561	5	Borsod-Abaúj-Zemplén	felsozsolca	7298	Város
1432	Fényeslitke	4621	15	Szabolcs-Szatmár-Bereg	fenyeslitke	2506	Község
2570	Fenyőfő	8432	19	Veszprém	fenyofo	136	Község
1908	Ferencszállás	6774	6	Csongrád	ferencszallas	662	Község
3084	Fertőboz	9493	8	Győr-Moson-Sopron	fertoboz	263	Község
3056	Fertőd	9431	8	Győr-Moson-Sopron	fertod	3430	Város
3057	Fertőd (Tőzeggyármajor)	9433	8	Győr-Moson-Sopron	tozeggyarmajor	0	
3063	Fertőendréd	9442	8	Győr-Moson-Sopron	fertoendred	624	Község
3083	Fertőhomok	9492	8	Győr-Moson-Sopron	fertohomok	600	Község
3053	Fertőrákos	9421	8	Győr-Moson-Sopron	fertorakos	2263	Község
3065	Fertőszentmiklós	9444	8	Győr-Moson-Sopron	fertoszentmiklos	3773	Város
3060	Fertőszéplak	9436	8	Győr-Moson-Sopron	fertoszeplak	1256	Község
2078	Fiad	7282	14	Somogy	fiad	290	Község
2804	Fityeház	8835	20	Zala	fityehaz	759	Község
1804	Foktő	6331	3	Bács-Kiskun	fokto	1684	Község
1226	Folyás	4090	9	Hajdú-Bihar	folyas	8359	Város
2070	Fonó	7271	14	Somogy	fono	0	
2684	Fonyód	8640	14	Somogy	fonyod	0	
2686	Fonyód (Alsóbélatelep)	8644	14	Somogy	alsobelatelep	0	
2685	Fonyód 2.	8642	14	Somogy	fonyod	5401	Város
1919	Forráskút	6793	6	Csongrád	forraskut	2158	Község
1083	Forró	3849	5	Borsod-Abaúj-Zemplén	forro	2642	Község
325	Fót	2151	13	Pest	fot	18443	Város
326	Fót 2.	2152	13	Pest	fot	0	
327	Fót 3.	2153	13	Pest	fot	0	
1935	Földeák	6922	6	Csongrád	foldeak	3339	Község
1272	Földes	4177	9	Hajdú-Bihar	foldes	4254	Nagyközség
1091	Fulókércs	3864	5	Borsod-Abaúj-Zemplén	fulokercs	379	Község
1254	Furta	4141	9	Hajdú-Bihar	furta	1241	Község
2441	Füle	8157	7	Fejér	fule	916	Község
1530	Fülesd	4964	15	Szabolcs-Szatmár-Bereg	fulesd	495	Község
1300	Fülöp	4266	9	Hajdú-Bihar	fulop	1816	Község
1739	Fülöpháza	6042	3	Bács-Kiskun	fulophaza	911	Község
1773	Fülöpjakab	6116	3	Bács-Kiskun	fulopjakab	1162	Község
1758	Fülöpszállás	6085	3	Bács-Kiskun	fulopszallas	2452	Község
1467	Fülpösdaróc	4754	15	Szabolcs-Szatmár-Bereg	fulposdaroc	559	Község
1988	Fürged	7087	17	Tolna	furged	757	Község
1182	Füzér	3996	5	Borsod-Abaúj-Zemplén	fuzer	483	Község
1183	Füzérkomlós	3997	5	Borsod-Abaúj-Zemplén	fuzerkomlos	394	Község
1179	Füzérradvány	3993	5	Borsod-Abaúj-Zemplén	fuzerradvany	406	Község
859	Füzesabony	3390	10	Heves	fuzesabony	8166	város
1649	Füzesgyarmat	5525	4	Békés	fuzesgyarmat	6174	Város
1239	Gáborján	4122	9	Hajdú-Bihar	gaborjan	954	Község
1537	Gacsály	4972	15	Szabolcs-Szatmár-Bereg	gacsaly	931	Község
2075	Gadács	7276	14	Somogy	gadacs	123	Község
2733	Gadány	8716	14	Somogy	gadany	394	Község
1723	Gádoros	5932	4	Békés	gadoros	4115	Nagyközség
1075	Gagyapáti	3837	5	Borsod-Abaúj-Zemplén	gagyapati	125	Község
1066	Gagybátor	3817	5	Borsod-Abaúj-Zemplén	gagybator	223	Község
1065	Gagyvendégi	3816	5	Borsod-Abaúj-Zemplén	gagyvendegi	221	Község
2764	Galambok	8754	20	Zala	galambok	1311	Község
554	Galgaguta	2686	12	Nógrád	galgaguta	715	Község
550	Galgagyörk	2681	13	Pest	galgagyork	1070	Község
348	Galgahévíz	2193	13	Pest	galgaheviz	2565	Község
343	Galgamácsa	2183	13	Pest	galgamacsa	1970	Község
1025	Galvács	3752	5	Borsod-Abaúj-Zemplén	galvacs	108	Község
2711	Gamás	8685	14	Somogy	gamas	475	Község
2392	Gánt	8082	7	Fejér	gant	832	Község
1855	Gara	6522	3	Bács-Kiskun	gara	2432	Község
690	Garáb	3067	12	Nógrád	garab	164	Község
1096	Garadna	3873	5	Borsod-Abaúj-Zemplén	garadna	0	
1541	Garbolc	4976	15	Szabolcs-Szatmár-Bereg	garbolc	147	Község
460	Gárdony	2483	7	Fejér	gardony	9696	Város
461	Gárdony (Agárd)	2484	7	Fejér	agard	0	
462	Gárdony (Dinnyés)	2485	7	Fejér	dinnyes	0	
2303	Garé	7812	2	Baranya	gare	326	Község
3258	Gasztony	9952	18	Vas	gasztony	471	Község
1768	Gátér	6111	3	Bács-Kiskun	gater	1023	Község
1371	Gávavencsellő (Gáva)	4471	15	Szabolcs-Szatmár-Bereg	gava	0	
1372	Gávavencsellő (Vencsellő)	4472	15	Szabolcs-Szatmár-Bereg	vencsello	3836	Nagyközség
2633	Gecse	8543	19	Veszprém	gecse	447	Község
1807	Géderlak	6334	3	Bács-Kiskun	gederlak	1088	Község
1395	Gégény	4517	15	Szabolcs-Szatmár-Bereg	gegeny	2067	Község
887	Gelej	3444	5	Borsod-Abaúj-Zemplén	gelej	661	Község
1510	Gelénes	4935	15	Szabolcs-Szatmár-Bereg	gelenes	594	Község
1429	Gemzse	4567	15	Szabolcs-Szatmár-Bereg	gemzse	863	Község
3157	Gencsapáti	9721	18	Vas	gencsapati	2634	Község
3144	Gérce	9672	18	Vas	gerce	1163	Község
1721	Gerendás	5925	4	Békés	gerendas	1462	Község
2008	Gerjen	7134	17	Tolna	gerjen	1303	Község
1698	Geszt	5734	4	Békés	geszt	824	Község
1003	Gesztely	3715	5	Borsod-Abaúj-Zemplén	gesztely	2948	Község
1132	Gesztely (Újharangod)	3923	5	Borsod-Abaúj-Zemplén	ujharangod	0	
1283	Geszteréd	4232	15	Szabolcs-Szatmár-Bereg	gesztered	1903	Község
2767	Gétye	8762	20	Zala	getye	126	Község
1087	Gibárt	3854	5	Borsod-Abaúj-Zemplén	gibart	376	Község
2573	Gic	8435	19	Veszprém	gic	405	Község
2526	Gógánfa	8346	19	Veszprém	goganfa	818	Község
1121	Golop	3906	5	Borsod-Abaúj-Zemplén	golop	634	Község
360	Gomba	2217	13	Pest	gomba	3022	Község
3125	Gór	9625	18	Vas	gor	662	Község
2325	Gordisa	7853	2	Baranya	gordisa	290	Község
315	Göd (Alsógöd)	2131	13	Pest	alsogod	17433	Város
316	Göd (Felsőgöd)	2132	13	Pest	felsogod	0	
297	Gödöllő	2100	13	Pest	godollo	31885	Város
299	Gödöllő (Máriabesnyő)	2102	13	Pest	mariabesnyo	0	
298	Gödöllő 1.	2101	13	Pest	godollo	0	
300	Gödöllő 3.	2103	13	Pest	godollo	0	
301	Gödöllő 5.	2105	13	Pest	godollo	0	
2113	Gödre (Gödrekeresztúr)	7386	2	Baranya	godrekeresztur	985	Község
2112	Gödre (Gödreszentmárton)	7385	2	Baranya	godreszentmarton	0	
2071	Gölle	7272	14	Somogy	golle	406	Község
1013	Gömörszőlős	3728	5	Borsod-Abaúj-Zemplén	gomorszolos	83	Község
1112	Gönc	3895	5	Borsod-Abaúj-Zemplén	gonc	2289	Város
1111	Göncruszka	3894	5	Borsod-Abaúj-Zemplén	goncruszka	653	Község
2920	Gönyű	9071	8	Győr-Moson-Sopron	gonyu	3172	Község
1218	Görbeháza	4075	9	Hajdú-Bihar	gorbehaza	2561	Község
2268	Görcsönydoboka	7728	2	Baranya	gorcsonydoboka	425	Község
2184	Görgeteg	7553	14	Somogy	gorgeteg	1211	Község
2026	Grábóc	7162	17	Tolna	graboc	185	Község
1495	Gulács	4842	15	Szabolcs-Szatmár-Bereg	gulacs	941	Község
401	Gyál	2360	13	Pest	gyal	23518	Város
3074	Gyalóka	9474	8	Győr-Moson-Sopron	gyaloka	81	Község
2951	Gyarmat	9126	8	Győr-Moson-Sopron	gyarmat	1331	Község
2807	Gyékényes	8851	14	Somogy	gyekenyes	1049	Község
2516	Gyenesdiás	8315	20	Zala	gyenesdias	3639	Nagyközség
2597	Gyepükaján	8473	19	Veszprém	gyepukajan	393	Község
599	Gyermely	2821	11	Komárom-Esztergom	gyermely	1444	Község
2238	Gyód	7668	2	Baranya	gyod	703	Község
1643	Gyomaendrőd	5500	4	Békés	gyomaendrod	14777	Város
1644	Gyomaendrőd (Endrőd)	5502	4	Békés	endrod	0	
3284	Gyomaendrőd (Gyoma)	5501	4	Békés	gyoma	0	
3041	Gyóró	9363	8	Győr-Moson-Sopron	gyoro	392	Község
2949	Gyömöre	9124	8	Győr-Moson-Sopron	gyomore	1330	Község
364	Gyömrő	2230	13	Pest	gyomro	15650	Város
753	Gyöngyös	3200	10	Heves	gyongyos	31803	város
760	Gyöngyös (Kékestető)	3221	10	Heves	kekesteto	0	
762	Gyöngyös (Mátrafüred)	3232	10	Heves	matrafured	0	
763	Gyöngyös (Mátraháza)	3233	10	Heves	matrahaza	0	
754	Gyöngyös 1.	3201	10	Heves	gyongyos	0	
755	Gyöngyös 2.	3202	10	Heves	gyongyos	0	
3159	Gyöngyösfalu	9723	18	Vas	gyongyosfalu	0	
757	Gyöngyöshalász	3212	10	Heves	gyongyoshalasz	2624	község
2355	Gyöngyösmellék	7972	2	Baranya	gyongyosmellek	323	Község
756	Gyöngyösoroszi	3211	10	Heves	gyongyosoroszi	1548	község
673	Gyöngyöspata	3035	10	Heves	gyongyospata	2724	község
761	Gyöngyössolymos	3231	10	Heves	gyongyossolymos	3173	Község
674	Gyöngyöstarján	3036	10	Heves	gyongyostarjan	2496	község
1975	Gyönk	7064	17	Tolna	gyonk	2040	Város
2898	Győr	9000	8	Győr-Moson-Sopron	gyor	0	
2907	Győr	9021	8	Győr-Moson-Sopron	gyor	126652	Megyei jogú város
2908	Győr	9022	8	Győr-Moson-Sopron	gyor	0	
2909	Győr	9023	8	Győr-Moson-Sopron	gyor	0	
2910	Győr	9024	8	Győr-Moson-Sopron	gyor	0	
2911	Győr	9025	8	Győr-Moson-Sopron	gyor	0	
2912	Győr	9026	8	Győr-Moson-Sopron	gyor	0	
2913	Győr	9027	8	Győr-Moson-Sopron	gyor	0	
2914	Győr	9028	8	Győr-Moson-Sopron	gyor	0	
2915	Győr	9029	8	Győr-Moson-Sopron	gyor	0	
2916	Győr	9030	8	Győr-Moson-Sopron	gyor	0	
3310	Győr (Bácsa)	9010	8	Győr-Moson-Sopron	bacsa	0	
2906	Győr (Gyirmót)	9019	8	Győr-Moson-Sopron	gyirmot	0	
2903	Győr (Győrszentiván)	9011	8	Győr-Moson-Sopron	gyorszentivan	0	
2904	Győr (Ménfőcsanak)	9012	8	Győr-Moson-Sopron	menfocsanak	0	
2899	Győr 1.	9001	8	Győr-Moson-Sopron	gyor	0	
2905	Győr 13.	9013	8	Győr-Moson-Sopron	gyor	0	
2900	Győr 2.	9002	8	Győr-Moson-Sopron	gyor	0	
2901	Győr 3.	9003	8	Győr-Moson-Sopron	gyor	0	
2902	Győr 4.	9004	8	Győr-Moson-Sopron	gyor	0	
2935	Győrasszonyfa	9093	8	Győr-Moson-Sopron	gyorasszonyfa	534	Község
2101	Györe	7352	17	Tolna	gyore	675	Község
1153	Györgytarló	3954	5	Borsod-Abaúj-Zemplén	gyorgytarlo	629	Község
1965	Györköny	7045	17	Tolna	gyorkony	1004	Község
2981	Győrladamér	9173	8	Győr-Moson-Sopron	gyorladamer	1521	Község
1436	Győröcske	4625	15	Szabolcs-Szatmár-Bereg	gyorocske	151	Község
2927	Győrság	9084	8	Győr-Moson-Sopron	gyorsag	1502	Község
2971	Győrsövényház	9161	8	Győr-Moson-Sopron	gyorsovenyhaz	820	Község
2946	Győrszemere	9121	8	Győr-Moson-Sopron	gyorszemere	3130	Község
1466	Győrtelek	4752	15	Szabolcs-Szatmár-Bereg	gyortelek	1729	Község
2924	Győrújbarát	9081	8	Győr-Moson-Sopron	gyorujbarat	5790	Község
2979	Győrújfalu	9171	8	Győr-Moson-Sopron	gyorujfalu	1352	Község
2980	Győrzámoly	9172	8	Győr-Moson-Sopron	gyorzamoly	2256	Község
2713	Gyugy	8692	14	Somogy	gyugy	1247	Község
1688	Gyula	5700	4	Békés	gyula	32366	Város
1690	Gyula (Gyulavári)	5711	4	Békés	gyulavari	0	
1689	Gyula (József Attila szanatórium)	5703	4	Békés	jozsef attila szanatorium	0	
1412	Gyulaháza	4545	15	Szabolcs-Szatmár-Bereg	gyulahaza	2102	Község
2060	Gyulaj	7227	17	Tolna	gyulaj	1018	Község
2503	Gyulakeszi	8286	19	Veszprém	gyulakeszi	731	Község
450	Gyúró	2464	7	Fejér	gyuro	1214	Község
1456	Gyügye	4733	15	Szabolcs-Szatmár-Bereg	gyugye	264	Község
1482	Gyüre	4813	15	Szabolcs-Szatmár-Bereg	gyure	0	
2715	Hács	8694	14	Somogy	hacs	0	
2771	Hahót	8771	20	Zala	hahot	1159	Község
1304	Hajdúbagos	4273	9	Hajdú-Bihar	hajdubagos	2037	Község
1279	Hajdúböszörmény	4220	9	Hajdú-Bihar	hajduboszormeny	0	
1280	Hajdúböszörmény (Bodaszőlő)	4224	9	Hajdú-Bihar	bodaszolo	0	
1224	Hajdúböszörmény (Hajdúvid)	4086	9	Hajdú-Bihar	hajduvid	0	
1217	Hajdúböszörmény (Nagypród)	4074	9	Hajdú-Bihar	nagyprod	0	
1225	Hajdúdorog	4087	9	Hajdú-Bihar	hajdudorog	9194	Város
1288	Hajdúhadház	4242	9	Hajdú-Bihar	hajduhadhaz	13276	Város
1222	Hajdúnánás	4080	9	Hajdú-Bihar	hajdunanas	0	
1223	Hajdúnánás (Tedej)	4085	9	Hajdú-Bihar	tedej	0	
1293	Hajdúsámson	4251	9	Hajdú-Bihar	hajdusamson	12902	Város
1276	Hajdúszoboszló	4200	9	Hajdú-Bihar	hajduszoboszlo	23806	Város
1278	Hajdúszovát	4212	9	Hajdú-Bihar	hajduszovat	3196	Község
2455	Hajmáskér	8192	19	Veszprém	hajmasker	3132	Község
1814	Hajós	6344	3	Bács-Kiskun	hajos	3277	Város
3217	Halastó	9814	18	Vas	halasto	109	Község
2999	Halászi	9228	8	Győr-Moson-Sopron	halaszi	3006	Község
381	Halásztelek	2314	13	Pest	halasztelek	8721	Város
1077	Halmaj	3842	5	Borsod-Abaúj-Zemplén	halmaj	1779	Község
790	Halmajugra	3273	10	Heves	halmajugra	1368	község
966	Hangony	3626	5	Borsod-Abaúj-Zemplén	hangony	1725	Község
434	Hantos	2434	7	Fejér	hantos	987	Község
2031	Harc	7172	17	Tolna	harc	931	Község
3054	Harka	9422	8	Győr-Moson-Sopron	harka	1669	Község
1780	Harkakötöny	6136	3	Bács-Kiskun	harkakotony	900	Község
2306	Harkány	7815	2	Baranya	harkany	4024	Város
1144	Háromhuta	3936	5	Borsod-Abaúj-Zemplén	haromhuta	149	Község
926	Harsány	3555	5	Borsod-Abaúj-Zemplén	harsany	2145	Község
2578	Hárskút	8442	19	Veszprém	harskut	672	Község
1800	Harta	6326	3	Bács-Kiskun	harta	3715	Nagyközség
1801	Harta (Állampuszta)	6327	3	Bács-Kiskun	allampuszta	0	
2276	Hásságy	7745	2	Baranya	hassagy	308	Község
656	Hatvan	3000	10	Heves	hatvan	22032	város
657	Hatvan 2.	3002	10	Heves	hatvan	0	
2986	Hédervár	9178	8	Győr-Moson-Sopron	hedervar	1154	Község
2508	Hegyesd	8296	19	Veszprém	hegyesd	181	Község
2994	Hegyeshalom	9222	8	Győr-Moson-Sopron	hegyeshalom	3589	Nagyközség
3126	Hegyfalu	9631	18	Vas	hegyfalu	774	Község
3243	Hegyhátszentmárton	9931	18	Vas	hegyhatszentmarton	63	Község
3218	Hegyhátszentpéter	9821	18	Vas	hegyhatszentpeter	674	Község
3061	Hegykő	9437	8	Győr-Moson-Sopron	hegyko	1384	Község
2493	Hegymagas	8265	19	Veszprém	hegymagas	291	Község
2317	Hegyszentmárton	7837	2	Baranya	hegyszentmarton	464	Község
675	Héhalom	3041	12	Nógrád	hehalom	1041	Község
1109	Hejce	3892	5	Borsod-Abaúj-Zemplén	hejce	268	Község
951	Hejőbába	3593	5	Borsod-Abaúj-Zemplén	hejobaba	1978	Község
955	Hejőkeresztúr	3597	5	Borsod-Abaúj-Zemplén	hejokeresztur	1079	Község
947	Hejőkürt	3588	5	Borsod-Abaúj-Zemplén	hejokurt	304	Község
952	Hejőpapi	3594	5	Borsod-Abaúj-Zemplén	hejopapi	1320	Község
953	Hejőszalonta	3595	5	Borsod-Abaúj-Zemplén	hejoszalonta	849	Község
1736	Helvécia	6034	3	Bács-Kiskun	helvecia	4399	Község
1240	Hencida	4123	9	Hajdú-Bihar	hencida	1304	Község
2170	Hencse	7532	14	Somogy	hencse	0	
269	Herceghalom	2053	13	Pest	herceghalom	1861	Község
1157	Hercegkút	3958	5	Borsod-Abaúj-Zemplén	hercegkut	689	Község
1858	Hercegszántó	6525	3	Bács-Kiskun	hercegszanto	2131	Község
659	Heréd	3011	10	Heves	hered	2050	község
604	Héreg	2832	11	Komárom-Esztergom	hereg	1073	Község
548	Herencsény	2677	12	Nógrád	herencseny	666	Község
2576	Herend	8440	19	Veszprém	herend	3579	Város
2197	Heresznye	7587	14	Somogy	heresznye	0	
1458	Hermánszeg	4735	15	Szabolcs-Szatmár-Bereg	hermanszeg	281	Község
411	Hernád	2376	13	Pest	hernad	4207	Község
1086	Hernádbűd	3853	5	Borsod-Abaúj-Zemplén	hernadbud	0	
